EIN,name,mission
541625290,REGION TEN COMMUNITY SERVICES BOARD INC,"MAINTAIN AND PROMOTE THE DEVELOPMENT OF MENTAL HEALTH, MENTAL RETARDATION AND SUBSTANCE ABUSE TREATMENT SERVICES."
462956418,PROJECT 658 INC,"WE BELIEVE THAT CHRIST'S LOVE COMPELS US TO CHANGE THE WORLD THROUGH SERVING OUR NEIGHBORS. WE ARE A CHRIST-CENTERED, HOLISTIC MINISTRY PROVIDING SERVICES FOR AT-RISK FAMILIES IN CHARLOTTE, MOVING THEM TOWARD SUSTAINABILITY, WITH A KEY FOCUS ON THE INTERNATIONAL AND REFUGEE COMMUNITIES."
310861029,Clermont Recovery Center Inc,"To ensure people with mental illness, addiction, and related challenges lead healthy and productive lives."
651215774,Lupine Housing Inc,"Lupine's mission is to provide affordable very low-income permanent supportive housing in the community, and mental health services to individuals with a serious and long term psychiatric disability."
451259706,RECOVERY IS HAPPENING,TO HELP EDUCATE AND RENDER SERVICES TO PEOPLE AND FAMILIES SUFFERING FROM SUBSTANCE ABUSE AND MENTAL HEALTH ISSUES; TO ACHIEVE LONG TERM RECOVERY.
851038070,ARMADILLOS SEARCH AND RESCUE O,SEARCH AND RESCUE OF MIGRANTS STRANDED IN THE DESSERT PROVIDING FIRST AID AND WATER FOR THEIR SURVIVAL AND GUIDANCE FOR SAFE ARRIVAL
873423771,MN Prevention & Recovery Alliance LLC,"Our mission is to come alongside Minnesota youth and adults facing the impact of substance use and related mental health issues, and to provide resources that educate, engage, and empower a life of recovery."
273648170,FLAGSHIP CITY APARTMENTS INC,TO PROVIDE AND MAINTAIN AFFORDABLE APARTMENT HOMES FOR ADULT EXPERIENCING CHRONIC MENTAL ILLNESS
582409414,THE NUCI PHILLIPS MEMORIAL FOUNDATION INC,THE MISSION OF NUCI'S SPACE IS TO PREVENT SUICIDE BY PROVIDING OBSTACLE-FREE TREATMENT FOR MUSICIAN'S SUFFERING FROM DEPRESSION AND OTHER RELATED DISORDERS
570987436,CHILDREN'S ADVOCACY CENTER OF,"MULTIDISCIPLINARY TEAM APPROACH TO INVESTIGATING ALLEGED CASES OF CHILD ABUSE AND PROVIDING MEDICAL EXAMS, MENTAL HEALTH COUNSELING, AND VICTIM ADVOCACY SERVICES TO CHILD ABUSE VICTIMS. THE MISSION OF THE CHILDREN'S ADVOCACY CENTER OF SPARTANBURG, CHEROKEE, AND UNION COUNTIES, INC. IS TO HEAL AND GIVE VOICE TO ABUSED CHILDREN THROUGH ASSESSMENT, TREATMENT, EDUCATION, AND COMMUNITY PARTNERSHIPS."
943085045,DUCK SIN FOUNDATION,"STATEMENT OF PROGRAM SERVICES RENDERED:A. SCHOLARSHIP PROGRAM $0.B. COMMUNITY SUPPORT AND SERVICES $0.THE SPECIFIC PURPOSES FOR WHICH THIS FOUNDATION IS ORGANIZED ARE TO PROVIDE SUPPORT AND SERVICES TO THE SENIOR AND CHILDREN IN THE COMMUNITY; RELIEF OF THE POOR, DISTRESSED OR UNDERPRIVILEGED AND TO SET UP A SCHOLARSHIP PROGRAM AWARDING CERTAIN AMOUNT AS DETERMINED BY THE BOARD OF DIRECTORS EACH CALENDARYEAR FOLLOWING THE YEAR OF INCORPORATION TO DISADVANTAGED, NEEDY AND DESERVING STUDENTS WHO WILL BE PURSUING A COLLEGE EDUCATION."
860450977,NAMI of Southern Arizona,NAMI Southern Arizona improves the quality of life for all those affected by mental illness.
832414372,LATINO COUNSELING CENTER INC,TO ASSIST INDIVIDUALS AND FAMILIES COPE WITH PERSONAL AND RELATIONSHIP PROBLEMS AND MENTAL HEALTH ISSUES.
261986718,CAREFORCE INTERNATIONAL INC,"TO PROVIDE HUMANITARIAN AID TO ORPHANS, REFUGEES OR DISPLACED CHILDREN OR OTHER NEEDS OR DISTRESS BY PROVIDING FOOD, CLOTHING AND MEDICINES TO ALLEVIATE THEIR NEEDS. PROVIDE EMERGENCY HUMANITARIAN ASSISTANCE IN TIMES OF CRISIS WHERE THE LIVES OF CHILDREN ARE ENDANGERED BY NATURAL DISASTERS, WAR OR OTHER CALAMITIES."
822744813,Immigrant & Refugee Law Center,The Immigrant and Refugee Law Center provides accessible legal services to immigrant and refugee families in the Greater Cincinnati community.
460272193,COMMUNITY COUNSELING SERVICES,TREAT CHEMICAL DEPENDENCY AND MENTAL ILLNESS.
260145631,NAMI - GEAUGA COUNTY,"The mission of NAMI Geauga County is to offer mutual support and empowerment to persons and their families affected by serious mental illness through education, advocacy and emotional support."
990377733,MIRA USA INC,"TO PROMOTE THE SOCIAL, COMMUNITY, AND CIVIC INTEGRATION OF IMMIGRANTS IN THE UNITED STATES."
800734784,ONONDAGA ENTERPRISES INC,"TO ESTABLISH, MANAGE AND PROMOTE EDUCATIONAL, CULTURAL, RECREATIONAL, PHYSICAL FITNESS, ATHLETIC AND SOCIAL ACTIVITIES AND PROGRAMS FOR ONONDAGA COMMUNITY COLLEGE STUDENTS, FACULTY AND STAFF, AND FOR THE COMMUNITY AT LARGE."
592207150,NAMI MIAMI DADE COUNTY INC,"NAMI MDC is affiliated with NAMI National and NAMI Florida as a grassroots, self-help, support and advocacy organization of consumers, families and friends of people with severe mental illness peers. NAMI MDC provides education and support for peers and their families raises awareness and fights the stigma of mental illness in the community."
521076236,NATIONAL ASSOCIATION OF LATINO ELECTED,"NALEO PROMOTES LEGISLATION TO IMPROVE THE HEALTH, SOCIAL, AND ECONOMIC WELFARE OF AMERICANS OF HISPANIC DESCENT AND OTHER DISADVANTAGES GROUPS, ADOPTS PUBLIC POSITIONS ON LEGISLATION AFFECTING THOSE GROUPS, AND SUPPORTS PUBLIC POLICIES THAT PROMOTE CITIZENSHIP AMONG LATINO IMMIGRANTS"
863283458,SAVE MILLS COLLEGE COALITION,"TO PROMOTE AND SUPPORT MILLS COLLEGE, TO ENSURE IT REMAINS AN INDEPENDENT AND PRIVATE COLLEGE EDUCATING WOMEN, NON-BINARY AND TRANSGENDER UNDERGRADUATES AND CO-ED GRADUATES, AND OTHERWISE OPERATE WITHIN THE SCOPE OF ITS GOVERNING DOCUMENTS, AND TO CARRY ON OTHER CHARITABLE ACTIVITIES ASSOCIATED WITH THIS PURPOSE AS ALLOWED BY LAW."
832149810,Latah Recovery Community Center Inc,"THE LATAH RECOVERY COMMUNITY CENTER INC. IS A PRIVATE, NONPROFIT ORGANIZATION SERVING PEOPLE WHO ARE IN RECOVERY FROM ALCOHOL AND OTHER DRUG USE OR MENTAL HEALTH DISORDERS. IT IS A PARTNERSHIP BETWEEN PEOPLE IN RECOVERY, FAMILY MEMBERS, ALLIES, AND LOCAL ORGANIZATIONS WHO RESPECT THE DIGNITY AND EQUALITY OF ALL PEOPLE AND WHO ARE DEDICATED TO PROMOTING HEALTH COMMUNITIES."
820894344,OSU ANIMAL SCIENCE ALUMNI ASSOCIATION,"TO PROVIDE BUSINESS CONNECTIONS AND NETWORKING, AS WELL AS FINANCIAL SUPPORT TO THE ANIMAL SCIENCE COLLEGE STUDENTS AND ALUMNI OF THE OKLAHOMA STATE UNIVERSITY COLLEGE."
711047686,The Illumination Foundation,Our vision is to break the cycle of homelessness. Our public/private partnership combines healthcare and mental health services with housing and social services to reduce the impacts of homelessness and reduce people's vulerability to future homelessness.
942780630,Forensic Mental Health Association,To advance the provision of mental health services to persons involved in the criminal justice system and to provide educational opportunities to the professionals involved in the delivery of these services.
930569684,WILLAMETTE FAMILY INC,"SUBSTANCE ABUSE TREATMENT TO PROVIDE READILY ACCESSIBLE, QUALITY MENTAL HEALTH AND SUBSTANCE ABUSE/ADDICTION CARE FOR MEN, WOMEN, AND FAMILIES IN AN ATMOSPHERE THAT PROMOTES COMPASSION, RESPECT, AND WELL-BEING FOR ALL."
042104457,THE RIVERS SCHOOL CORPORATION,"THE RIVERS SCHOOL IS A COED COLLEGE PREPARATORY DAY SCHOOL FOR GRADES 6 THROUGH 12. RIVERS CHALLENGES STUDENTS TO ATTAIN THEIR HIGHEST LEVELS OF EXCELLENCE IN ACADEMICS, ARTS, AND ATHLETICS. WE SET HIGH STANDARDS AND EXPECT STUDENTS TO PARTICIPATE ACTIVELY IN THEIR LEARNING. WE CULTIVATE A CARING, RESPECTFUL, AND COLLABORATIVE ENVIRONMENT THAT ENCOURAGES STUDENT PERFORMANCE, INCLUDING DEMONSTRATION OF LOGICAL THOUGHT, INFORMED AND ARTICULATE VOICE, CREATIVE VISION, AND INTEGRITY. RIVERS IS DEDICATED TO PREPARING ITS STUDENTS FOR LEADERSHIP IN A WORLD THAT NEEDS THEIR TALENTS, IMAGINATION, INTELLECT, AND COMPASSION."
133985651,ALL HALLOWS FOUNDATION,TO PROVIDE SUCCESSFUL COLLEGE PREPARATORY EDUCATION FOR YOUNG MEN IN NEW YORK CITY. THE FOUNDATION WILL ALSO PROVIDE FUNDING FOR COMMUNITY PROJECTS INITIATED BY THE SCHOOL THAT WILL BENEFIT THE SOUTH BRONX COMMUNITY.
571210656,CENTRAL NEBRASKA GOODWILL,"MAINTAIN SAFE, AFFORDABLE HOUSING UNITS FOR INDIVIDUALS WITH MENTAL ILLNESS AND OFFER SUPPORT SERVICES AS NEEDED."
834555400,VAL VERDE BORDER HUMANITARIAN COALITION,"The organization was formed to strengthen border humantiarian coordination through information sharing, simplifying the access to available resources for individuals and families, and jointly resolving cases with unmet needs. Community collaboration with multiple agencies will decrease the community burden created by the influx of refugees. The Coalition will strive to assist in the following ways: case management, volunteer management, public relations and donation management, and spiritual and emotional support."
651130528,COASTAL RENAISSANCE BEHAVIORAL HEALTH,THE MISSION IS TO ACQUIRE PROPERTIES THAT WILL BE USED BY LOW INCOME CONSUMERS SUFFERING FROM SEVERE AND PERSISTENT MENTAL ILLNESS
621320697,UNIVERSITY SCHOOL OF JACKSON,"THE UNIVERSITY SCHOOL OF JACKSON, A DISTINCTIVE COLLEGE PREPARATORY SCHOOL, SEEKS TO INSTILL A PASSION FOR ACADEMIC EXCELLENCE AND LIFELONG LEARNING SO EACH STUDENT WILL REACH HIS/HER MAXIMUM POTENTIAL."
042710013,Bruce J Anderson Foundation,"Grantmaking: To assist in the fields of environmental protection, historic preservation, the arts and mental health in Cape Ann and the Nashua River Watershed."
420733463,BLACK HAWK-GRUNDY MENTAL HEALTH CENTER,"DEDICATED TO IMPROVING THE LIVES OF THE PEOPLE WE SERVE BY PROVIDING QUALITY, INNOVATIVE MENTAL HEALTH CARE."
111710983,MENTAL HEALTH ASSOCIATION OF,"THE MENTAL HEALTH ASSOCIATION OF NASSAU COUNTY IS A NOT-FOR-PROFIT MEMBERSHIP ORGANIZATION DEDICATED TO IMPROVING MENTAL HEALTH THROUGH ADVOCACY, EDUCATION, PROGRAM DEVELOPMENT AND THE DELIVERY OF DIRECT SERVICES. AS WE CELEBRATE 66 YEARS OF SERVICE, OUR VISION IS TO OPEN DOORS AND INSPIRE HOPE. WE PROVIDE CONCRETE SERVICES TO THE MOST VULNERABLE POPULATIONS BY IMPACTING SYSTEMATIC CHANGES AND UTILIZING GRASS ROOTS EFFORTS TO PROMOTE OUR MESSAGE OF HOPE TO LIVE THEIR MOST MEANINGFUL LIFE."
271761971,LEGACY COMMUNITY HOUSING CORPORATION,"WE SERVE DISADVANTAGED COMMUNITIES WORLDWIDE BY PROVIDING CHARITY, FINANCIAL SUPPORT AND INVESTMENT IN AREAS SUCH AS REAL ESTATE, COMMUNITY DEVELOPMENT, MINISTRIES, MEDICAL OUTREACH, EDUCATION, CHILDREN'S WELLNESS AND MENTAL HEALTH. WE SUPPORT PEOPLE AND ORGANIZATIONS THAT TRANSFORM LIVES AND COMMUNITIES. OUR INITIATIVES ELEVATE ALL MANKIND."
883073309,HEARTS FOR UKRAINE,"TO DELIVER TARGETED HUMANITARIAN AID TO HOSPITALS, ORPHANAGES, REFUGEE SHELTERS, HUMAN PROTECTION SERVICES AND INDIVIDUALS IN UKRAINE"
161523586,Brackett Foundation,"Believing that the best hope for peace and happiness for mankind lies in education, we are dedicated to assisting refugees or displaced persons of any race,nationality, or creed to acquire an education. The focus is on refugees from Burma in Thailand, India,and Bangladesh."
470258572,OMAHA BUILDERS EXCHANGE INC,"THE OMAHA BUILDERS EXCHANGE, INC. IS A MEMBER-ORIENTED, NON-PROFIT ASSOCIATION DEDICATED TO ASSISTING CONSTRUCTION INDUSTRY BUSINESS THROUGHOUT THE MIDWEST. WE SPECIALIZE IN CONSTRUCTION DOCUMENT PROJECT NEWS, PROVIDING CONSTRUCTION PROJECT LEADS AND PLANS TO OUR MEMBERS THROUGH A PHYSICAL AND ONLINE PLAN ROOM. WE ALSO PROVIDE SCHOLARSHIPS TO HIGH-SCHOOL AND COLLEGE STUDENTS INTERESTED IN THE BUILDING TRADES AND CONSTRUCTION SCIENCES."
540577901,WARE ACADEMY INC,WARE ACADEMY IS A COLLEGE PREPARATORY SCHOOL FOR STUDENTS IN PRE-KINDERGARTEN THROUGH EIGHTH GRADE WHOSE MISSION IS TO EDUCATE THE WHOLE CHILD TO HIS OR HER FULLEST POTENTIAL.
833622989,PATHFINDER CLUBHOUSE,IMPROVING LIVES THROUGH MEANINGFUL WORK FOR ADULTS LIVING WITH MENTAL ILLNESS.
861698508,V3GATE FOUNDATION,"V3GATE FOUNDATION'S PRIMARY MISSION IS PROVIDING FUNDS TO PAY FOR TREATMENT AND OTHER MEDICAL EXPENSES INCURRED BY WAR VERTERANS AND THE FAMILY MEMBERS OF WAR VETERANS WHO ARE DEALING WITH MENTAL HEALTH ISSUES AND RELATED HEALTH PROBLEMS. PROVIDE RESEARCH, ADVOCACY SUPPORT AND OTHER SERVICES AND RESOURCES TO ADDRESS THE CAUSES AND TREATMENT OF MENTAL HEALTH ISSUES AND RELATED HEALTH PROBLEMS FACED BY WAR VETERANS. PROVIDE FINANCIAL AND OTHER AID FOR WAR VETERANS AND FAMILY MEMBERS OF WAR VETERANS WHO ARE IMPACTED BY MENTAL HEALTH ISSUES AND RELATED HEALTH PROBLEMS. SUPPORT OTHER ORGANIZATIONS, PROJECTS, AND INITIATIVES THAT ARE ORGANIZED AND OPERATED FOR SIMILAR PURPOSES."
581109087,THE LINK COUNSELING CENTER INC,"TO PROVIDE COUNSELING, PSYCHOTHERAPY, SUPPORT GROUPS, AND REFERRAL SERVICES FOR PEOPLE IN NEED OF MENTAL HEALTH SERVICES."
800810168,OPPORTUNITY BEHAVIORAL HEALTH INC,"THE MISSION OF OPPORTUNITY BEHAVIORAL HEALTH (OBH) IS TO FORM ALLIANCES WITH STRATEGIC PARTNERS TO CREATE A CLINICALLY INTEGRATED MODEL TO SUPPORT INDIVIDUALS LIVING WITH AUTISM SPECTRUM DISORDERS (ASD) AND THEIR FAMILIES ACROSS THE SPECTRUM. OBH WILL CARRY OUT ITS MISSION BY INCREASING THE AVAILABILITY OF SERVICES AND SUPPORT THAT ADDRESS CULTURAL AND LINGUISTIC FACTORS THAT LEAD TO DISPARITY IN ACCESSING ESSENTIAL MENTAL HEALTH SERVICES, PARTICULARLY FOR THE HISPANIC/LATINO COMMUNITY AND BY COLLABORATING WITH THE DEPARTMENT OF PUBLIC WELFARE (DPW), THE BUREAU OF AUTISM (BAS), THE ASERT COLLABORATIVE (AUTISM SERVICES, EDUCATION, RESOURCES, AND TRAINING), THE DEPARTMENT OF EDUCATION AND COUNTIES' OFFICES OF INTELLECTUAL DISABILITIES."
465357903,UNIV OF SOUTH ALABAMA FOUNDATION,"FURTHER THE UNIVERSITY OF SOUTH ALABAMA'S EDUCATIONAL, RESEARCH, AND SERVICE MISSIONS BY COMMERCIALIZING INTELLECTUAL PROPERTY DEVELOPED BY UNIVERSITY FACULTY."
311645294,THE ALTERNATIVE LIFE CENTER,TO PROVIDE AN ATMOSPHERE OF SUPPORT AND EDUCATIONAL SERVICES TO INDIVIDUALS WHO ARE COPING WITH OR RECOVERING FROM MENTAL ILLNESS OR EMOTIONAL DISORDERS.
472210459,SOCIETY OF NORTH AMERICAN REFUGEE,"OUR MISSION IS TO EDUCATE, COORDINATE, AND PROVIDE A FORUM FOR COMMUNICATION BY WHICH MEMBERS (AND THE GENERAL PUBLIC) CAN BECOME MORE INFORMED ABOUT BEST PRACTICES IN REFUGEE AND IMMIGRANT HEALTHCARE."
204110064,IMMIGRATION VOICECORP,THE MISSION OF IMMIGRATION VOICE IS TO ORGANIZE GRASSROOTS EFFORTS AND RESOURCES TO SOLVE SEVERAL PROBLEMS IN THE EMPLOYMENT BASED GREEN CARD PROCESS.
721274844,ADAPT INC,"PROVIDE DRUG & ALCOHOL EDUCATION, OUTPATIENT THERAPY AND ASSESSMENTS, SEXUAL ASSAULT RESPONCE AND MENTAL HEALTH EDUCATION THROUGH COLLABORATION COORDINATION AND INTERVENTION"
453036902,DACCO BEHAVIORAL HEALTH INC,"DACCO BEHAVIORAL HEALTH, INC. (""DACCO"") WAS FORMED FOR THE BENEFIT OF COVE BEHAVIORAL HEALTH, INC. (""COVE"") A NONPROFIT ORGANIZATION WHOSE MISSION IS TO SUPPORT OUR COMMUNITY'S OVERALL WELLNESS BY PROVIDING ACCESSIBLE AND COMPASSIONATE BEHAVIORAL HEALTH SERVICES. THROUGH ITS SERVICES, COVE SAVES LIVES AND KEEPS FAMILIES TOGETHER BY ADDRESSING SUBSTANCE AND MENTAL HEALTH ISSUES. DACCO PARTICIPATED IN A NEW MARKETS TAX CREDIT TRANSACTION THAT PROVIDED FUNDS TO COVE IN ORDER FOR COVE TO REHABILITATE THE BUILDING IN WHICH DACCO IS HOUSED AND TO CONSTRUCT AN ADDITIONAL BUILDING ADJACENT THERETO."
593759909,Florida Association for Infant Mental Health Inc,Supporting and strengthening an infant mental health workforce to better serve the young children and families of Florida.
651238417,RURAL NEIGHBORHOODS INC,"THE PRIMARY EXEMPT FUNCTION IS THE GENERAL OPERATIONS,CONSTRUCTION EXPANSION, MANAGING, AND OTHER ACTIVITIES CONNECTED WITH PROVIDING LOW COST HOUSING TO LOW INCOME FAMILIES ESPECIALLY MIGRANT AND SEASONAL FARM WORKERS IN FLORIDA."
462946211,SAFE PASSAGE PROJECT CORPORATION,"SAFE PASSAGE PROJECT BELIEVES NO CHILD SHOULD FACE THE IMMIGRATION PROCESS ALONE. WE DEFEND THE LEGAL RIGHT OF IMMIGRANT CHILDREN TO APPLY FOR PROTECTION, PROVIDING FREE LAWYERS TO IMMIGRANT CHILDREN FACING DEPORTATION."
941167402,ODD FELLOW- REBEKAH CHILDRENS HOME,"WE ARE COMMITTED TO SEEING OUR COMMUNITY FLOURISH BY BUILDING PATHWAYS TO HOPE, HAPPINESS, AND WELL BEING. ORIGINALLY FOUNDED IN 1967, REBEKAH'S LEGAL NAME IS ODD-FELLOW REBEKAH CHILDREN'S HOME OF CALIFORNIA, DOING BUSINESS AS REBEKAH CHILDREN'S SERVICES. AS A NON-PROFIT, PUBLIC BENEFIT AGENCY, REBEKAH ADDRESSES THE MENTAL HEALTH NEEDS OF CHILDEREN AND THEIR FAMILIES USING ""WRAPAROUND"" PRINCIPLES. A STRONG EMPHASIS IS PLACED ON RECOGNIZING AND BUILDING UPON STRENGTHS THAT THE FAMMILY POSSESSES. SERVICES INCLUDE 24-HOUR RESIDENTAL CARE, FOSTER CARE, ADOPTION, COMMUNITY AND SCHOOL-BASED PREVENTION, EDUCATION AND EARLY INTERVENTIONS, A HEALTH CENTER, COMPADRES WRAPAROUND, SCHOOL-BASED MENTAL HEALTH AND PHOENIX SCHOOL, AN ON-CAMPUS NON-PUBLIC SCHOOL FOR SEVERELY EMOTIONALLY DISTURBED CHILDREN."
300067482,Shining Hope Farms,"Shining Hope Farms is a Nonprofit organization whose mission is to enable children and adults to reach their full potential through the use of equine assisted activities and therapy services.Shining Hope Farms operates three locations in the Western Piedmont region of North Carolina, offering equine assisted activities and therapies to benefit individuals of all ages with disabilities, veterans, and those in need of mental health counseling. We have three farms (Charlotte, Mt. Holly, and Conover, NC) serving twelve surrounding counties as a strategic reach to impact the Greater Charlotte and Hickory Areas. We would love the opportunity for you to tour one of our farms and learn more about the impact we make. Please contact our Development Director Patrice Gibson at patricegibson@shininghopefarms.org to schedule a tour today.Shining Hope Farms has received national recognition due to the positive measurable outcomes of its patients as well as its transparency of accounting practices. Sh"
474458911,Center for Healing Trauma and Attachment Inc,"To provide mental health services in Morgan County, Colorado and Northeast Colorado."
270922804,CENTER FOR ASSESSMENT & TREATMENT,"WE FOUNDED CENTER FOR ASSESSMENT AND TREATMENT IN 2009, WITH AN EYE ON MAKING MENTAL HEALTH SERVICES AVAILABLE TO ALL NEW JERSEY RESIDENTS ESPECIALLY THOSE UNDERSERVED BY OUR HEALTH CARE SYSTEM. IN OUR EXPERIENCE, PEOPLE WITH NEW JERSEY MEDICAID AND FAMILY CARE WERE OFTEN MET WITH LONG AND FRUSTRATING WAITS TO BOOK APPOINTMENTS AND, LATER, TO GET THE OUTPATIENT TREATMENT THEY NEEDED AND DESERVED. OPENING THE CENTER WAS OUR FIRST STEP IN AFFECTING MEANINGFUL CHANGE IN OUR HOME STATE. THROUGH OUR TEAMS HARD WORK AND DEDICATION, WEVE EXPANDED OUR MENTAL HEALTH SERVICES TO BEST MEET THE NEEDS OF ALL NEW JERSEY RESIDENTS. DESPITE OUR METEORIC GROWTH, THOUGH, WE CONTINUE TO BE A SMALL CENTER AT HEART, PROVIDING INDIVIDUALIZED SERVICES AND TAILORED SUPPORT TO EVERY SINGLE ONE OF OUR CLIENTS. TO US, HIGHLY PERSONALIZED CARE IS CENTRAL TO WHAT WE DO AND HOW WE DO IT AND THAT WILL NEVER CHANGE."
731646702,Suicide Prevention Network,"The organization's primary includes, but is not limited to, the prevention of suicide."
042081870,THE BRIEN CENTER FOR MENTAL HEALTH AND,"THE BRIEN CENTER PROVIDES A CONTINUUM OF CARE FOR CHILDREN, ADOLESCENTS, ADULTS AND FAMILIES LIVING WITH SIGNIFICANT AND PERSISTENT MENTAL HEALTH AND SUBSTANCE USE DISORDERS. WE ARE GUIDED BY THE BELIEF THAT EVERYONE IN BERKSHIRE COUNTY BENEFITS WHEN PEOPLE ARE EMOTIONALLY HEALTHY.THE BRIEN CENTER'S MISSION IS TO PROVIDE HIGH QUALITY, COMPREHENSIVE MENTAL HEALTH AND ADDICTION SERVICES TO BERKSHIRE RESIDENTS THROUGH COMMUNITY-BASED PROGRAMS THAT PROMOTE THE HIGHEST POSSIBLE DEGREE OF RECOVERY, INDEPENDENCE AND QUALITY OF LIFE OF THOSE SERVED. WE WILL PROVIDE ACCESS AND SUPPORTS TO MEET THE BEHAVIORAL HEALTH NEEDS OF INDIVIDUALS OF ALL AGES, RACES AND CULTURES AND CULTURALLY COMPETENT CARE TO PROMOTE RECOVERY. WE WILL ACCOMPLISH THIS BY WORKING IN PARTNERSHIP WITH STATE AGENCIES, INDIVIDUALS, FAMILIES, AND OTHER PROVIDERS."
411817453,CASS COUNTY CHILDREN'S,"TO PROMOTE THE QUALITY OF LIFE FOR FAMILIES AND ENHANCE PROVIDER/COMMUNITY RELATIONS FOR SERVICES PROVIDED TO CHILDREN AND FAMILIES IN CASS COUNTY, MN. THE CHILDREN'S INITIATIVE COLLABORATIVE STREGTHENS COLLABORATIVE RELATIONSHIPS, MONITORS THE CONTINUUM OF SERVICES, AND IDENTIFIES AND SUPPORTS NEW WAYS TO DELIVER SERVICES. THE PRIMARY PROGRAM ACTIVITIES INCLUDE: OVERSIGHT OF CHILDREN'S MENTAL HEALTH SERVICES AND SUPPORT, AND PREVENTATIVE INTERVENTION PROGRAMS TARGETING CHILDREN AT RISK OF OUT OF HOME PLACEMENT, IN ADDITION TO ADDRESSING NEEDS OF CHILDREN AND FAMILIES THAT AID THEM IN BEING MORE SUCCESSFUL AS INDIVIDUALS, FAMILIES, AND COMMUNITIES. PROGRAMS ARE PRIMARILY IMPLEMENTED THROUGH THE CASS COUNTY SCHOOL DISTRICTS, FAMILY CENTERS, AND PUBLIC HEALTH. THE COLLABORATIVE ALSO FACILITATES INFORMATION SHARING AMONG PARTNERS AND SERVICE DELIVERY PROGRAMS VIA GATHERINGS AND A WEBSITE, AND PROVIDES TRAINING FOR LOCAL COLLABORATIVE TIME STUDY (LCTS) PARTICIPANTS KEEPING THEM UP TO DATE"
273397064,REACH COUNSELING SERVICES,"REACH COUNSELING SERVICES IS A COMMUNITY MENTAL HEALTH CENTER COMPRISED OF COMPASSIONATE PROFESSIONALS PROVIDING HOPE, HEALING, WELLNESS AND INTEGRATION OF MIND AND BODY TO"
237112372,NATIONAL SOCIETY OF ACCOUNTANTS SCH,TO PROVIDE SCHOLARSHIPS TO COLLEGE STUDENTS PURSUING CAREERS IN ACCOUNTING. THE FOUNDATION ALSO ENCOURAGES MEMBERS TO PURSUE AND ADVANCE THEIR EDUCATIONAL NEEDS IN THE ACCOUNTING PROFESSION.
851313265,APPALACHIAN REGIONAL BEHAVIORAL,TO PROVIDE MENTAL HEALTH SERVICES ON AN INPATIENT AND OUTPATIENT BASIS TO THE COMMUNITY.
952707667,ACADEMIC SENATE FOR CALIFORNIA,"THE ORGANIZATION FOSTERS THE EFFECTIVE PARTICIPATION BY COMMUNITY COLLEGE FACULTY IN ALL STATEWIDE AND LOCAL ACADEMIC AND PROFESSIONAL MATTERS, DEVELOPS, PROMOTES, AND ACTS UPON POLICIES RESPONDING TO STATEWIDE CONCERNS, AND SERVES AS THE OFFICIAL VOICE OF THE FACULTY OF CALIFORNIA COMMUNITY COLLEGES IN ACADEMIC AND PROFESSIONAL MATTERS. THE ORGANIZATION STRENGTHENS AND SUPPORTS THE LOCAL SENATES OF ALL CALIFORNIA COMMUNITY COLLEGES."
860760505,BORDERLINKS,"THROUGH DYNAMIC EDUCATIONAL EXPERIENCES, BORDERLINKS CONNECTS DIVIDED COMMUNITIES, RAISES AWARENESS ABOUT THE IMPACT OF BORDER AND IMMIGRATION POLICIES, AND INSPIRES ACTION FOR SOCIAL TRANSFORMATION. BORDERLINKS FOLLOWS A PLACE-BASED, POPULAR EDUCATION MODEL, AND HIGHLIGHTS THE VOICES OF THOSE WHO ARE DIRECTLY IMPACTED BY BORDER POLICIES. BORDERLINKS OFFERS DELEGATIONS (IMMERSION TRAVEL PROGRAMS) AND WORKSHOPS IN THE UNITED STATES AND MEXICO THAT FOCUS ON ISSUES RELATING TO MIGRATION, HISTORY, BORDER INFRASTRUCTURE, IMPACTED COMMUNITIES, GRASSROOTS ORGANIZING, AND SOCIAL JUSTICE."
363521902,AURORA RESIDENTIAL SERVICES,"TO PROVIDE SUPPORT, GUIDANCE, AND HOUSING FOR INDIVIDUALS WITH MENTAL ILLNESS IN ORDER TO MAXIMIZE THEIR POTENTIAL TO LIVE INDEPENDENTLY"
330130769,COLLEGE OF THE DESERT ALUMNI ASSN,TO PROMOTE COLLEGE EDUCATION
874490954,THE BIG STOMP INC,"TO PROVIDE INFORMATION TO THE GENERAL PUBLIC ABOUT ADOLESCENT MENTAL HEALTH AND WELLNESS SO THAT THE STIGMA SURROUNDING MENTAL ILLNESS IS BROUGHT TO AN END. THE FURTHER PURPOSE IS TO INCREASE AWARENESS OF AVAILABLE RESOURCES IN THE COMMUNITY FOR ADDRESSING ADOLESCENT MENTAL ILLNESS, AND TO ASSIST PARENTS IN UNDERSTANDING THEIR CHILDRENS' MENTAL WELLNESS NEEDS."
943250304,JEWISH FAMILY AND COMMUNITY SERVICES,"ROOTED IN JEWISH VALUES AND HISTORICAL EXPERIENCES, AND INSPIRED BY THE STRENGTHS OF THE DIVERSE COMMUNITIES WE SERVE, JFCS EAST BAY PROMOTES THE WELL-BEING OF INDIVIDUALS AND FAMILIES BY PROVIDING ESSENTIAL MENTAL HEALTH AND SOCIAL SERVICES THROUGH EVERY LIFE STAGE."
